Branch,City,Customer Type,Gender,Product,Unit Price,Quantity,Tax 5%,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,3/12/2019,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,3/26/2019,19:44,Cash,52.38,4.761904762,2.619,5.8
A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,1/9/2019,13:34,Ewallet,192.7,4.761904762,9.635,5.6
B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,1/2/2019,20:08,Credit card,267.78,4.761904762,13.389,5.1
C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,1/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8
C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,1/1/2019,11:40,Ewallet,175.32,4.761904762,8.766,5
A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,2/28/2019,17:38,Cash,60.3,4.761904762,3.015,6
A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,3/2/2019,16:16,Credit card,78.94,4.761904762,3.947,5
C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,2/13/2019,18:15,Credit card,29.74,4.761904762,1.487,8.9
A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,1/26/2019,12:43,Cash,21.32,4.761904762,1.066,5.9
A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,1/30/2019,11:32,Credit card,281.34,4.761904762,14.067,5.9
A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,1/27/2019,18:08,Ewallet,73.26,4.761904762,3.663,9.7
C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6
C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,1/8/2019,19:38,Cash,655.92,4.761904762,32.796,4
A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,1/19/2019,13:11,Cash,594.6,4.761904762,29.73,4.2
A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2
C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,1/14/2019,15:42,Ewallet,372.33,4.761904762,18.6165,5
B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,2/25/2019,11:58,Ewallet,527.9,4.761904762,26.395,10
A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,1/23/2019,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,2/16/2019,10:52,Cash,328.59,4.761904762,16.4295,4.2
B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,1/1/2019,19:31,Cash,168.96,4.761904762,8.448,6.3
A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,3/7/2019,18:35,Cash,113.24,4.761904762,5.662,8.2
B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,2/15/2019,13:51,Cash,345.54,4.761904762,17.277,5.1
A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,1/23/2019,12:35,Cash,428.67,4.761904762,21.4335,5
C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,2/20/2019,13:24,Ewallet,86.27,4.761904762,4.3135,7
A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,1/8/2019,18:06,Ewallet,25.52,4.761904762,1.276,7.8
B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,3/17/2019,11:55,Credit card,101.52,4.761904762,5.076,4.3
B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,1/12/2019,11:42,Cash,357.49,4.761904762,17.8745,7
A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,1/8/2019,14:30,Cash,238.77,4.761904762,11.9385,6.6
C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,1/26/2019,15:11,Ewallet,101.43,4.761904762,5.0715,7.3
B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,3/15/2019,14:48,Credit card,724.24,4.761904762,36.212,6.5
C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,1/17/2019,12:36,Ewallet,125.64,4.761904762,6.282,4.9
C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,1/8/2019,19:09,Credit card,72.93,4.761904762,3.6465,4.3
A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,1/6/2019,13:35,Ewallet,258.36,4.761904762,12.918,9.3
A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,2/16/2019,10:33,Credit card,173.74,4.761904762,8.687,7.1
C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,3/13/2019,15:45,Ewallet,56.5,4.761904762,2.825,9.6
B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,1/28/2019,11:51,Cash,214.3,4.761904762,10.715,6.2
A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,1/18/2019,17:26,Cash,534.36,4.761904762,26.718,9.9
A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,3/19/2019,11:52,Credit card,93.16,4.761904762,4.658,5.9
C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,3/15/2019,14:04,Ewallet,522.08,4.761904762,26.104,6.3
C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,2/12/2019,17:49,Cash,52.35,4.761904762,2.6175,4
B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,2/25/2019,20:19,Cash,39.75,4.761904762,1.9875,6.1
A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,1/19/2019,10:17,Ewallet,96.8,4.761904762,4.84,8.6
B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,1/8/2019,14:25,Ewallet,332.1,4.761904762,16.605,6
C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,3/30/2019,12:51,Credit card,81.44,4.761904762,4.072,9.5
B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,2/20/2019,15:18,Credit card,319.9,4.761904762,15.995,9.9
A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,3/30/2019,12:45,Ewallet,206.52,4.761904762,10.326,7.5
A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,3/19/2019,13:37,Cash,166.68,4.761904762,8.334,7.6
A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,1/13/2019,10:03,Cash,319.06,4.761904762,15.953,5
A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,2/5/2019,19:42,Ewallet,87.9,4.761904762,4.395,6.7
A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,3/23/2019,13:14,Ewallet,734.7,4.761904762,36.735,9.5
C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,3/13/2019,12:47,Ewallet,97.52,4.761904762,4.876,6.8
A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,3/17/2019,19:53,Ewallet,769.2,4.761904762,38.46,5.6
C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,2/21/2019,10:26,Cash,418.3,4.761904762,20.915,7.2
B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,2/7/2019,15:06,Cash,463.28,4.761904762,23.164,8.1
C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,3/2/2019,16:35,Credit card,462.45,4.761904762,23.1225,8.6
B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,3/6/2019,20:57,Cash,141.9,4.761904762,7.095,9.4
B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,2/6/2019,15:16,Credit card,302.7,4.761904762,15.135,8.9
B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,1/28/2019,17:47,Credit card,793.28,4.761904762,39.664,4.2
C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,1/18/2019,16:23,Ewallet,425.18,4.761904762,21.259,5
C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,2/5/2019,10:17,Cash,283.62,4.761904762,14.181,8.8
C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,3/2/2019,13:50,Cash,599.2,4.761904762,29.96,5.3
A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,2/9/2019,19:17,Ewallet,315.36,4.761904762,15.768,4.6
C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,1/14/2019,14:00,Credit card,403.56,4.761904762,20.178,7.5
B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,2/9/2019,12:02,Ewallet,183.88,4.761904762,9.194,5.1
A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,3/26/2019,20:21,Credit card,138.65,4.761904762,6.9325,4.2
A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,1/28/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,2/14/2019,12:42,Ewallet,116.64,4.761904762,5.832,6
C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,3/24/2019,17:56,Cash,313.52,4.761904762,15.676,7.9
C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,2/9/2019,18:58,Credit card,846.1,4.761904762,42.305,8.8
B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,3/24/2019,14:08,Credit card,414.4,4.761904762,20.72,6.6
A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,3/27/2019,16:30,Ewallet,159.08,4.761904762,7.954,6.2
B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,1/27/2019,10:44,Credit card,490.1,4.761904762,24.505,4.2
B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,3/27/2019,20:29,Credit card,87.45,4.761904762,4.3725,7.3
C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,1/19/2019,11:43,Ewallet,224.52,4.761904762,11.226,8.6
A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,2/7/2019,10:09,Cash,744.96,4.761904762,37.248,6.8
A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,1/31/2019,10:00,Ewallet,410.72,4.761904762,20.536,7.6
A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,2/25/2019,18:45,Cash,298.8,4.761904762,14.94,5.8
C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,2/2/2019,12:40,Cash,212.94,4.761904762,10.647,4.1
C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,3/14/2019,15:36,Credit card,42.85,4.761904762,2.1425,9.3
A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,3/11/2019,12:04,Cash,378.68,4.761904762,18.934,6.8
B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,2/22/2019,11:26,Ewallet,206.91,4.761904762,10.3455,8.7
B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,3/2/2019,12:36,Ewallet,78.78,4.761904762,3.939,6.3
C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,3/10/2019,15:06,Credit card,322.11,4.761904762,16.1055,5.1
B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,2/8/2019,10:58,Cash,98.22,4.761904762,4.911,7
C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,2/22/2019,12:10,Credit card,25.46,4.761904762,1.273,5.2
C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,1/10/2019,10:31,Credit card,581.98,4.761904762,29.099,6.6
C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,3/14/2019,13:49,Ewallet,211.32,4.761904762,10.566,6.5
B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,1/10/2019,11:10,Ewallet,55.12,4.761904762,2.756,9
B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,2/15/2019,17:38,Credit card,88.31,4.761904762,4.4155,5.2
A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,1/13/2019,17:54,Credit card,356.58,4.761904762,17.829,6.8
B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,2/15/2019,20:51,Credit card,794.25,4.761904762,39.7125,7.6
B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,3/2/2019,19:26,Ewallet,50.62,4.761904762,2.531,7.2
B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,3/24/2019,13:33,Ewallet,599.52,4.761904762,29.976,7.1
C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,2/2/2019,14:05,Credit card,166.7,4.761904762,8.335,9.5
A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,2/27/2019,11:40,Ewallet,744.4,4.761904762,37.22,5.1
C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,1/20/2019,12:27,Ewallet,448.56,4.761904762,22.428,7.6
B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,1/3/2019,20:24,Ewallet,378.9,4.761904762,18.945,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,1/24/2019,20:59,Ewallet,257.16,4.761904762,12.858,5.1
C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,1/5/2019,19:48,Ewallet,552.23,4.761904762,27.6115,7.5
A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,3/30/2019,10:18,Cash,447.4,4.761904762,22.37,7.4
A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,2/17/2019,16:27,Cash,276.27,4.761904762,13.8135,4.2
C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,3/21/2019,17:04,Ewallet,343.74,4.761904762,17.187,5.9
A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,3/2/2019,18:14,Ewallet,266.08,4.761904762,13.304,6.9
C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,3/27/2019,10:43,Cash,898.38,4.761904762,44.919,6.6
A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,1/19/2019,19:30,Ewallet,456.8,4.761904762,22.84,5.7
A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,2/19/2019,14:53,Credit card,253.95,4.761904762,12.6975,5.3
A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,3/28/2019,20:14,Cash,70.56,4.761904762,3.528,4.2
A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,1/5/2019,11:51,Credit card,657.16,4.761904762,32.858,7.3
C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,3/26/2019,14:13,Credit card,168.5,4.761904762,8.425,5.3
B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,2/3/2019,20:13,Ewallet,53.78,4.761904762,2.689,4.7
C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,2/6/2019,18:44,Ewallet,179.05,4.761904762,8.9525,7.9
B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,2/24/2019,14:26,Ewallet,211.44,4.761904762,10.572,8.9
B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,2/21/2019,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,1/9/2019,18:43,Ewallet,65.7,4.761904762,3.285,4.7
B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,2/25/2019,13:22,Ewallet,251.4,4.761904762,12.57,8.7
C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,1/13/2019,13:58,Cash,84.16,4.761904762,4.208,7.6
B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,2/9/2019,11:45,Cash,395.46,4.761904762,19.773,5.7
A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,1/6/2019,11:51,Cash,297.99,4.761904762,14.8995,6.8
C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,1/10/2019,17:16,Cash,454.41,4.761904762,22.7205,5.4
B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,2/7/2019,15:55,Cash,276.12,4.761904762,13.806,7.1
C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,1/9/2019,12:07,Cash,158,4.761904762,7.9,7.8
A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,2/19/2019,15:07,Cash,887.94,4.761904762,44.397,8.4
C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,3/18/2019,15:29,Cash,91.98,4.761904762,4.599,9.8
A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,2/5/2019,18:45,Cash,41.78,4.761904762,2.089,9.8
A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,3/19/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4
C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,3/30/2019,20:37,Cash,290.46,4.761904762,14.523,6.7
B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,1/26/2019,14:41,Credit card,66.66,4.761904762,3.333,6.4
B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,3/2/2019,18:18,Credit card,76.54,4.761904762,3.827,5.8
A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,3/4/2019,15:27,Ewallet,299.7,4.761904762,14.985,7.2
A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,1/13/2019,12:55,Credit card,243.03,4.761904762,12.1515,9.3
A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,3/25/2019,18:02,Cash,47.4,4.761904762,2.37,9.5
B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,3/11/2019,19:44,Credit card,172.45,4.761904762,8.6225,9
B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,1/1/2019,11:36,Credit card,846.3,4.761904762,42.315,9
B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,2/10/2019,13:51,Ewallet,258.37,4.761904762,12.9185,6.7
B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,1/26/2019,15:17,Cash,609.56,4.761904762,30.478,5.5
A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,2/11/2019,15:29,Cash,240.24,4.761904762,12.012,5.4
C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,2/7/2019,17:59,Cash,172.26,4.761904762,8.613,8.2
B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,3/6/2019,11:55,Credit card,99.84,4.761904762,4.992,7
A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,3/4/2019,10:39,Cash,298.64,4.761904762,14.932,8.5
B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,2/26/2019,15:10,Ewallet,159.6,4.761904762,7.98,4.9
B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,3/10/2019,18:10,Credit card,25.45,4.761904762,1.2725,5.1
B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,2/4/2019,20:43,Credit card,67.77,4.761904762,3.3885,6.5
C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,1/19/2019,12:46,Cash,238.36,4.761904762,11.918,9.8
A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,1/23/2019,17:44,Cash,232.6,4.761904762,11.63,8.4
A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,3/14/2019,14:19,Ewallet,877.32,4.761904762,43.866,7.4
C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,1/23/2019,10:33,Cash,699.72,4.761904762,34.986,6.1
C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,1/9/2019,11:40,Cash,674.59,4.761904762,33.7295,6
B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,2/7/2019,19:30,Ewallet,318.55,4.761904762,15.9275,8.5
B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,2/18/2019,14:42,Ewallet,29.52,4.761904762,1.476,4.3
B,Mandalay,Member,Male,Health and beauty,62,8,24.8,1/3/2019,19:08,Credit card,496,4.761904762,24.8,6.2
C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,3/29/2019,19:12,Ewallet,823.4,4.761904762,41.17,4.3
B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,1/28/2019,15:46,Credit card,602.96,4.761904762,30.148,8.4
A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,3/22/2019,19:06,Credit card,282.8,4.761904762,14.14,4.5
B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,1/24/2019,18:10,Ewallet,766,4.761904762,38.3,6
A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,3/10/2019,20:46,Ewallet,116.06,4.761904762,5.803,8.8
B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,2/22/2019,18:35,Ewallet,174.9,4.761904762,8.745,6.6
C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,2/18/2019,11:40,Ewallet,60.95,4.761904762,3.0475,5.9
C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,1/29/2019,13:46,Ewallet,40.35,4.761904762,2.0175,6.2
B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,3/2/2019,17:16,Ewallet,973.8,4.761904762,48.69,4.4
A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,2/9/2019,13:22,Cash,31.84,4.761904762,1.592,7.7
A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,2/22/2019,15:33,Cash,65.82,4.761904762,3.291,4.1
A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,2/18/2019,13:28,Cash,618.38,4.761904762,30.919,6.6
